appbytes,bytes,count,dstbytes,dstload,dstport,dstrate,duration,hops,intpkt,jitter,loss,maxsize,meansize,minsize,packets,pcr,ploss,protocol,rate,rtt,srcbytes,srcload,srcport,srcrate,srcrate,security
2220,4980,75,0,0.0,0,0.0,1778.660278,0,0.0,0.0,0,68,66.400002,60,75,1.0,0.0,0,0.041604,0.0,4980,22.398882,0,0.041604,0.041604,0
14013,17457,28,0,0.0,0,0.0,1732.490845,0,883.024,1306916.736,0,1477,212.890244,72,82,1.0,0.0,17,0.046753,0.0,17457,80.609947,0,0.046753,0.046753,0
1075,1327,5,0,0.0,0,0.0,1459.800415,0,800.804,0.0,0,253,221.166672,92,6,1.0,0.0,17,0.003425,0.0,1327,7.272227,0,0.003425,0.003425,0
17611,21265,44,0,0.0,0,0.0,1780.015259,0,2082.523,1496.715,0,270,244.425293,67,87,1.0,0.0,17,0.048314,0.0,21265,95.572212,0,0.048314,0.048314,1
17611,21265,44,0,0.0,0,0.0,1780.015259,0,2082.523,1496.715,0,270,244.425293,67,87,1.0,0.0,17,0.048314,0.0,21265,95.572212,0,0.048314,0.048314,1
33752,50640,241,0,0.0,0,0.0,1781.015381,0,298.112,457.526,0,216,129.18367,60,392,1.0,0.0,17,0.219538,0.0,50640,227.465744,0,0.219538,0.219538,1
33752,50640,241,0,0.0,0,0.0,1781.015381,0,298.112,457.526,0,216,129.18367,60,392,1.0,0.0,17,0.219538,0.0,50640,227.465744,0,0.219538,0.219538,1
3045,4431,12,0,0.0,0,0.0,1481.096802,0,814.961063,1134.696,0,243,134.27272,69,33,1.0,0.0,17,0.021606,0.0,4431,23.933615,0,0.021606,0.021606,1
3045,4431,12,0,0.0,0,0.0,1481.096802,0,814.961063,1134.696,0,243,134.27272,69,33,1.0,0.0,17,0.021606,0.0,4431,23.933615,0,0.021606,0.021606,1
0,120,2,0,0.0,22022,0.0,64.837273,21,0.0,0.0,0,60,60.0,60,2,-0.0,0.0,6,0.015423,0.0,120,14.806298,56281,0.015423,0.015423,1
0,120,2,0,0.0,22022,0.0,64.837273,21,0.0,0.0,0,60,60.0,60,2,-0.0,0.0,6,0.015423,0.0,120,14.806298,56281,0.015423,0.015423,1
2091,2721,7,0,0.0,0,0.0,1486.258179,0,1203.766,1473.985,0,243,181.399994,165,15,1.0,0.0,17,0.00942,0.0,2721,14.646176,0,0.00942,0.00942,1
2091,2721,7,0,0.0,0,0.0,1486.258179,0,1203.766,1473.985,0,243,181.399994,165,15,1.0,0.0,17,0.00942,0.0,2721,14.646176,0,0.00942,0.00942,1
0,660,9,60,0.879406,0,0.0,545.823242,13,137.404,0.0,0,120,120.0,120,11,-0.0,0.0,6,0.018321,0.0,600,8.794056,51771,0.016489,0.016489,1
0,660,9,60,0.879406,0,0.0,545.823242,13,137.404,0.0,0,120,120.0,120,11,-0.0,0.0,6,0.018321,0.0,600,8.794056,51771,0.016489,0.016489,1
0,60,1,0,0.0,84,0.0,0.0,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,41483,0.0,0.0,1
0,60,1,0,0.0,84,0.0,0.0,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,41483,0.0,0.0,1
0,66,1,0,0.0,80,0.0,0.0,12,0.0,0.0,0,66,66.0,66,1,-0.0,0.0,6,0.0,0.0,66,0.0,24541,0.0,0.0,1
0,66,1,0,0.0,80,0.0,0.0,12,0.0,0.0,0,66,66.0,66,1,-0.0,0.0,6,0.0,0.0,66,0.0,24541,0.0,0.0,1
5760,10800,180,0,0.0,0,0.0,1790.429688,0,0.0,0.0,0,60,60.0,60,180,1.0,0.0,2054,0.099976,0.0,10800,48.256573,0,0.099976,0.099976,1
5760,10800,180,0,0.0,0,0.0,1790.429688,0,0.0,0.0,0,60,60.0,60,180,1.0,0.0,2054,0.099976,0.0,10800,48.256573,0,0.099976,0.099976,1
2940,4676,20,0,0.0,547,0.0,1344.043823,0,3748.785,2682.488,0,167,167.0,167,28,1.0,0.0,17,0.020089,0.0,4676,27.832426,546,0.020089,0.020089,1
2940,4676,20,0,0.0,547,0.0,1344.043823,0,3748.785,2682.488,0,167,167.0,167,28,1.0,0.0,17,0.020089,0.0,4676,27.832426,546,0.020089,0.020089,1
3360,5344,20,0,0.0,547,0.0,1348.029419,0,3200.674,2638.15,0,167,167.0,167,32,1.0,0.0,17,0.022997,0.0,5344,31.714441,546,0.022997,0.022997,1
3360,5344,20,0,0.0,547,0.0,1348.029419,0,3200.674,2638.15,0,167,167.0,167,32,1.0,0.0,17,0.022997,0.0,5344,31.714441,546,0.022997,0.022997,1
3424,5408,20,0,0.0,547,0.0,1348.018677,0,3200.14,2638.388,0,169,169.0,169,32,1.0,0.0,17,0.022997,0.0,5408,32.094509,546,0.022997,0.022997,1
3424,5408,20,0,0.0,547,0.0,1348.018677,0,3200.14,2638.388,0,169,169.0,169,32,1.0,0.0,17,0.022997,0.0,5408,32.094509,546,0.022997,0.022997,1
3074,4872,21,0,0.0,547,0.0,1708.037598,0,3748.905,2682.166,0,168,168.0,168,29,1.0,0.0,17,0.016393,0.0,4872,22.81917,546,0.016393,0.016393,1
3074,4872,21,0,0.0,547,0.0,1708.037598,0,3748.905,2682.166,0,168,168.0,168,29,1.0,0.0,17,0.016393,0.0,4872,22.81917,546,0.016393,0.016393,1
19994,29016,93,0,0.0,0,0.0,1719.908691,0,2021.232,1857.16,0,1155,180.223602,86,161,1.0,0.0,0,0.093028,0.0,29016,134.965302,0,0.093028,0.093028,1
19994,29016,93,0,0.0,0,0.0,1719.908691,0,2021.232,1857.16,0,1155,180.223602,86,161,1.0,0.0,0,0.093028,0.0,29016,134.965302,0,0.093028,0.093028,1
0,60,1,0,0.0,5555,0.0,0.0,12,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,48454,0.0,0.0,0
3074,4872,21,0,0.0,547,0.0,1708.024414,0,3750.051,2681.248,0,168,168.0,168,29,1.0,0.0,17,0.016393,0.0,4872,22.819345,546,0.016393,0.016393,0
2996,4732,20,0,0.0,547,0.0,1344.026611,0,3750.749,2680.974,0,169,169.0,169,28,1.0,0.0,17,0.020089,0.0,4732,28.166109,546,0.020089,0.020089,0
32,60,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,60,60.0,60,1,1.0,0.0,2054,0.0,0.0,60,0.0,0,0.0,0.0,0
424,672,2,0,0.0,547,0.0,6.018035,0,2006.011,1412.268,0,168,168.0,168,4,1.0,0.0,17,0.498502,0.0,672,893.31488,546,0.498502,0.498502,0
2496,4680,26,0,0.0,0,0.0,1702.105103,0,875.348,161.908,0,60,60.0,60,78,1.0,0.0,2054,0.045238,0.0,4680,21.996292,0,0.045238,0.045238,1
2496,4680,26,0,0.0,0,0.0,1702.105103,0,875.348,161.908,0,60,60.0,60,78,1.0,0.0,2054,0.045238,0.0,4680,21.996292,0,0.045238,0.045238,1
3034,4832,21,0,0.0,0,0.0,1344.187256,0,3753.696,2681.851,0,168,166.620697,128,29,1.0,0.0,17,0.02083,0.0,4832,28.757898,0,0.02083,0.02083,1
3034,4832,21,0,0.0,0,0.0,1344.187256,0,3753.696,2681.851,0,168,166.620697,128,29,1.0,0.0,17,0.02083,0.0,4832,28.757898,0,0.02083,0.02083,1
960,1800,30,0,0.0,0,0.0,1740.444946,0,0.0,0.0,0,60,60.0,60,30,1.0,0.0,2054,0.016662,0.0,1800,8.273746,0,0.016662,0.016662,1
960,1800,30,0,0.0,0,0.0,1740.444946,0,0.0,0.0,0,60,60.0,60,30,1.0,0.0,2054,0.016662,0.0,1800,8.273746,0,0.016662,0.016662,1
209,581,3,0,0.0,0,0.0,0.007326,0,49.523,67.487,0,131,96.833336,87,6,1.0,0.0,0,682.500671,0.0,581,634452.625,0,682.500671,682.500671,1
209,581,3,0,0.0,0,0.0,0.007326,0,49.523,67.487,0,131,96.833336,87,6,1.0,0.0,0,682.500671,0.0,581,634452.625,0,682.500671,682.500671,1
3024,4760,20,0,0.0,547,0.0,1343.992798,0,3748.36,2682.642,0,170,170.0,170,28,1.0,0.0,17,0.020089,0.0,4760,28.333485,546,0.020089,0.020089,1
3024,4760,20,0,0.0,547,0.0,1343.992798,0,3748.36,2682.642,0,170,170.0,170,28,1.0,0.0,17,0.020089,0.0,4760,28.333485,546,0.020089,0.020089,1
32,60,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,60,60.0,60,1,1.0,0.0,2054,0.0,0.0,60,0.0,0,0.0,0.0,0
209,581,3,0,0.0,0,0.0,0.007421,0,131.986,184.562,0,131,96.833336,87,6,1.0,0.0,0,673.763672,0.0,581,626330.6875,0,673.763672,673.763672,0
3840,7200,120,7200,32.328537,0,0.06679,1781.707642,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.06679,0.0,0,0.0,0,0.0,0.0,1
3840,7200,120,7200,32.328537,0,0.06679,1781.707642,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.06679,0.0,0,0.0,0,0.0,0.0,1
1888,3540,29,0,0.0,0,0.0,1748.882446,0,886.133,151.727,0,60,60.0,60,59,1.0,0.0,2054,0.033164,0.0,3540,16.193197,0,0.033164,0.033164,0
3074,4872,21,0,0.0,547,0.0,1708.024048,0,3750.107,2681.212,0,168,168.0,168,29,1.0,0.0,17,0.016393,0.0,4872,22.819351,546,0.016393,0.016393,0
512,960,12,0,0.0,0,0.0,1322.919922,0,1532.688,1243.536,0,60,60.0,60,16,1.0,0.0,2054,0.011339,0.0,960,5.80534,0,0.011339,0.011339,0
48,172,1,0,0.0,5355,0.0,0.410578,0,410.578,0.0,0,86,86.0,86,2,1.0,0.0,17,2.435591,0.0,172,1675.686401,49752,2.435591,2.435591,0
1920,3600,30,1800,8.275851,0,0.016667,1740.002197,0,0.0,0.0,0,120,120.0,120,60,0.0,0.0,2054,0.033908,0.0,1800,8.275851,0,0.016667,0.016667,1
1920,3600,30,1800,8.275851,0,0.016667,1740.002197,0,0.0,0.0,0,120,120.0,120,60,0.0,0.0,2054,0.033908,0.0,1800,8.275851,0,0.016667,0.016667,1
5760,10800,180,0,0.0,0,0.0,1790.229736,0,9999.25,0.0,0,60,60.0,60,180,1.0,0.0,2054,0.099987,0.0,10800,48.261963,0,0.099987,0.099987,1
5760,10800,180,0,0.0,0,0.0,1790.229736,0,9999.25,0.0,0,60,60.0,60,180,1.0,0.0,2054,0.099987,0.0,10800,48.261963,0,0.099987,0.099987,1
72,258,2,0,0.0,0,0.0,0.410671,0,410.451,0.0,0,90,86.0,84,3,1.0,0.0,17,4.870079,0.0,258,5025.920898,0,4.870079,4.870079,1
72,258,2,0,0.0,0,0.0,0.410671,0,410.451,0.0,0,90,86.0,84,3,1.0,0.0,17,4.870079,0.0,258,5025.920898,0,4.870079,4.870079,1
0,60,1,0,0.0,8000,0.0,0.0,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,65485,0.0,0.0,0
2848,5340,37,0,0.0,0,0.0,1702.091064,0,833.112,214.88,0,60,60.0,60,89,1.0,0.0,2054,0.051701,0.0,5340,25.098539,0,0.051701,0.051701,0
3840,7200,120,7200,32.328533,0,0.06679,1781.707764,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.06679,0.0,0,0.0,0,0.0,0.0,1
3840,7200,120,7200,32.328533,0,0.06679,1781.707764,0,0.0,0.0,0,60,60.0,60,120,-1.0,0.0,2054,0.06679,0.0,0,0.0,0,0.0,0.0,1
896,1680,14,840,3.859834,0,0.007467,1741.007446,0,0.0,0.0,0,120,120.0,120,28,0.0,0.0,2054,0.015508,0.0,840,3.859834,0,0.007467,0.007467,1
896,1680,14,840,3.859834,0,0.007467,1741.007446,0,0.0,0.0,0,120,120.0,120,28,0.0,0.0,2054,0.015508,0.0,840,3.859834,0,0.007467,0.007467,1
2912,5460,39,0,0.0,0,0.0,1728.739624,0,830.539,171.643,0,60,60.0,60,91,1.0,0.0,2054,0.052061,0.0,5460,25.266962,0,0.052061,0.052061,0
1536,2880,16,0,0.0,0,0.0,1705.149658,0,883.879,152.721,0,60,60.0,60,48,1.0,0.0,2054,0.027564,0.0,2880,13.512011,0,0.027564,0.027564,0
39648,74340,399,0,0.0,0,0.0,1784.037231,0,1840.51,1609256.192,0,60,60.0,60,1239,1.0,0.0,2054,0.693932,0.0,74340,333.356262,0,0.693932,0.693932,0
2880,5400,38,0,0.0,0,0.0,1701.760864,0,840.54,161.933,0,60,60.0,60,90,1.0,0.0,2054,0.052299,0.0,5400,25.385469,0,0.052299,0.052299,0
2880,5400,40,0,0.0,0,0.0,1749.787354,0,953.434,98.37,0,60,60.0,60,90,1.0,0.0,2054,0.050863,0.0,5400,24.688715,0,0.050863,0.050863,0
2720,5100,33,0,0.0,0,0.0,1701.679077,0,785.921,216.126,0,60,60.0,60,85,1.0,0.0,2054,0.049363,0.0,5100,23.976318,0,0.049363,0.049363,0
0,60,1,0,0.0,17192,0.0,6e-05,16,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,44505,0.0,0.0,1
0,60,1,0,0.0,17192,0.0,6e-05,16,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,44505,0.0,0.0,1
2968,4704,20,0,0.0,547,0.0,1344.214233,0,3758.107,2678.056,0,168,168.0,168,28,1.0,0.0,17,0.020086,0.0,4704,27.995537,546,0.020086,0.020086,1
2968,4704,20,0,0.0,547,0.0,1344.214233,0,3758.107,2678.056,0,168,168.0,168,28,1.0,0.0,17,0.020086,0.0,4704,27.995537,546,0.020086,0.020086,1
135296,253680,1354,0,0.0,0,0.0,1795.547852,0,1312.905,1387.38,0,60,60.0,60,4228,1.0,0.0,2054,2.354156,0.0,253680,1130.262329,0,2.354156,2.354156,0
448,840,14,0,0.0,0,0.0,1679.362061,0,0.0,0.0,0,60,60.0,60,14,1.0,0.0,2054,0.007741,0.0,840,4.00152,0,0.007741,0.007741,1
448,840,14,0,0.0,0,0.0,1679.362061,0,0.0,0.0,0,60,60.0,60,14,1.0,0.0,2054,0.007741,0.0,840,4.00152,0,0.007741,0.007741,1
0,60,1,0,0.0,80,0.0,0.0,8,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,45362,0.0,0.0,1
0,60,1,0,0.0,80,0.0,0.0,8,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,45362,0.0,0.0,1
19521,27271,80,0,0.0,0,0.0,1779.770142,0,3396.529,2531.438,0,830,218.167999,105,125,1.0,0.0,17,0.069672,0.0,27271,122.582123,0,0.069672,0.069672,1
19521,27271,80,0,0.0,0,0.0,1779.770142,0,3396.529,2531.438,0,830,218.167999,105,125,1.0,0.0,17,0.069672,0.0,27271,122.582123,0,0.069672,0.069672,1
17891,22091,38,0,0.0,0,0.0,1787.843018,0,846.84,545461.44,0,1490,220.910004,83,100,1.0,0.0,17,0.055374,0.0,22091,98.849846,0,0.055374,0.055374,1
17891,22091,38,0,0.0,0,0.0,1787.843018,0,846.84,545461.44,0,1490,220.910004,83,100,1.0,0.0,17,0.055374,0.0,22091,98.849846,0,0.055374,0.055374,1
209,581,3,0,0.0,0,0.0,0.485664,0,162.177,226.673,0,131,96.833336,87,6,1.0,0.0,0,10.295183,0.0,581,9570.402344,0,10.295183,10.295183,1
209,581,3,0,0.0,0,0.0,0.485664,0,162.177,226.673,0,131,96.833336,87,6,1.0,0.0,0,10.295183,0.0,581,9570.402344,0,10.295183,10.295183,1
314,356,1,0,0.0,5353,0.0,0.0,1,0.0,0.0,0,356,356.0,356,1,1.0,0.0,17,0.0,0.0,356,0.0,5353,0.0,0.0,0
640,1200,18,0,0.0,0,0.0,987.288208,0,3608.265,1.49,0,60,60.0,60,20,1.0,0.0,2054,0.019245,0.0,1200,9.723604,0,0.019245,0.019245,0
2968,4704,20,0,0.0,547,0.0,1344.078857,0,3748.824,2682.222,0,168,168.0,168,28,1.0,0.0,17,0.020088,0.0,4704,27.998358,546,0.020088,0.020088,0
724,1060,8,0,0.0,0,0.0,1522.440796,0,0.0,0.0,0,254,132.5,92,8,1.0,0.0,17,0.004598,0.0,1060,5.570003,0,0.004598,0.004598,0
0,720,12,0,0.0,0,0.0,1251.818115,11,0.0,0.0,0,60,60.0,60,12,-0.0,0.0,6,0.008787,0.0,720,4.601307,50211,0.008787,0.008787,1
0,720,12,0,0.0,0,0.0,1251.818115,11,0.0,0.0,0,60,60.0,60,12,-0.0,0.0,6,0.008787,0.0,720,4.601307,50211,0.008787,0.008787,1
2940,4676,20,0,0.0,547,0.0,1344.041626,0,3749.305,2682.309,0,167,167.0,167,28,1.0,0.0,17,0.020089,0.0,4676,27.832472,546,0.020089,0.020089,1
2940,4676,20,0,0.0,547,0.0,1344.041626,0,3749.305,2682.309,0,167,167.0,167,28,1.0,0.0,17,0.020089,0.0,4676,27.832472,546,0.020089,0.020089,1
26495,34323,74,0,0.0,0,0.0,1796.428833,1,2779.137,2157.856,0,1294,272.404755,153,126,1.0,0.0,17,0.069582,0.0,34323,152.849915,0,0.069582,0.069582,1
26495,34323,74,0,0.0,0,0.0,1796.428833,1,2779.137,2157.856,0,1294,272.404755,153,126,1.0,0.0,17,0.069582,0.0,34323,152.849915,0,0.069582,0.069582,1
1728,2348,8,0,0.0,5353,0.0,1477.234131,1,638.3835,400.1185,0,906,234.800003,132,10,1.0,0.0,17,0.006092,0.0,2348,12.715655,5353,0.006092,0.006092,1
1728,2348,8,0,0.0,5353,0.0,1477.234131,1,638.3835,400.1185,0,906,234.800003,132,10,1.0,0.0,17,0.006092,0.0,2348,12.715655,5353,0.006092,0.006092,1
30420,81074,295,168,0.746028,0,2.49133,1801.541992,0,1167.009,1365.225,0,252,182.78632399999998,146,821,0.997107,0.0,0,0.455166,0.0,80906,359.274445,0,0.454055,0.454055,1
30420,81074,295,168,0.746028,0,2.49133,1801.541992,0,1167.009,1365.225,0,252,182.78632399999998,146,821,0.997107,0.0,0,0.455166,0.0,80906,359.274445,0,0.454055,0.454055,1
3180,5040,22,0,0.0,547,0.0,1740.293579,0,3758.557,2677.738,0,168,168.0,168,30,1.0,0.0,17,0.016664,0.0,5040,23.168505,546,0.016664,0.016664,1
3180,5040,22,0,0.0,547,0.0,1740.293579,0,3758.557,2677.738,0,168,168.0,168,30,1.0,0.0,17,0.016664,0.0,5040,23.168505,546,0.016664,0.016664,1
3604,5712,24,0,0.0,547,0.0,1739.280151,0,3755.486,2678.276,0,168,168.0,168,34,1.0,0.0,17,0.018973,0.0,5712,26.272938,546,0.018973,0.018973,1
3604,5712,24,0,0.0,547,0.0,1739.280151,0,3755.486,2678.276,0,168,168.0,168,34,1.0,0.0,17,0.018973,0.0,5712,26.272938,546,0.018973,0.018973,1
28506,37574,92,0,0.0,0,0.0,1794.067139,0,2748.229,2208.925,0,1294,257.356171,138,146,1.0,0.0,17,0.080822,0.0,37574,167.547806,0,0.080822,0.080822,1
28506,37574,92,0,0.0,0,0.0,1794.067139,0,2748.229,2208.925,0,1294,257.356171,138,146,1.0,0.0,17,0.080822,0.0,37574,167.547806,0,0.080822,0.080822,1
540,1470,15,0,0.0,547,0.0,1694.224609,0,0.0,0.0,0,98,98.0,98,15,1.0,0.0,17,0.008263,0.0,1470,6.941228,546,0.008263,0.008263,1
540,1470,15,0,0.0,547,0.0,1694.224609,0,0.0,0.0,0,98,98.0,98,15,1.0,0.0,17,0.008263,0.0,1470,6.941228,546,0.008263,0.008263,1
548,610,1,0,0.0,5353,0.0,0.0,1,0.0,0.0,0,610,610.0,610,1,1.0,0.0,17,0.0,0.0,610,0.0,5353,0.0,0.0,1
548,610,1,0,0.0,5353,0.0,0.0,1,0.0,0.0,0,610,610.0,610,1,1.0,0.0,17,0.0,0.0,610,0.0,5353,0.0,0.0,1
69322,83980,223,0,0.0,0,0.0,1785.986328,0,2718.885,2883.247,0,270,240.630371,64,349,1.0,0.0,17,0.19485,0.0,83980,376.173096,0,0.19485,0.19485,1
69322,83980,223,0,0.0,0,0.0,1785.986328,0,2718.885,2883.247,0,270,240.630371,64,349,1.0,0.0,17,0.19485,0.0,83980,376.173096,0,0.19485,0.19485,1
10477,13081,17,0,0.0,0,0.0,1797.836182,0,1000.619,1838995.072,0,214,210.983871,81,62,1.0,0.0,17,0.03393,0.0,13081,58.207752,0,0.03393,0.03393,0
2968,4704,20,0,0.0,547,0.0,1344.293213,0,3758.614,2678.045,0,168,168.0,168,28,1.0,0.0,17,0.020085,0.0,4704,27.993893,546,0.020085,0.020085,0
136800,256500,1383,0,0.0,0,0.0,1779.323608,0,1363.578875,1491.458,0,60,60.0,60,4275,1.0,0.0,2054,2.402036,0.0,256500,1153.247192,0,2.402036,2.402036,0
18528,34740,146,0,0.0,0,0.0,1738.706665,0,1412.213,867.098,0,60,60.0,60,579,1.0,0.0,2054,0.332431,0.0,34740,159.842941,0,0.332431,0.332431,1
18528,34740,146,0,0.0,0,0.0,1738.706665,0,1412.213,867.098,0,60,60.0,60,579,1.0,0.0,2054,0.332431,0.0,34740,159.842941,0,0.332431,0.332431,1
1592,3146,17,0,0.0,0,0.0,1285.56189,0,581.996,165.656,0,243,85.027023,64,37,1.0,0.0,17,0.028003,0.0,3146,19.577431,0,0.028003,0.028003,1
1592,3146,17,0,0.0,0,0.0,1285.56189,0,581.996,165.656,0,243,85.027023,64,37,1.0,0.0,17,0.028003,0.0,3146,19.577431,0,0.028003,0.028003,1
1280,2400,20,1200,5.517695,0,0.01092,1739.856812,0,0.0,0.0,0,120,120.0,120,40,0.0,0.0,2054,0.022416,0.0,1200,5.517695,0,0.01092,0.01092,1
1280,2400,20,1200,5.517695,0,0.01092,1739.856812,0,0.0,0.0,0,120,120.0,120,40,0.0,0.0,2054,0.022416,0.0,1200,5.517695,0,0.01092,0.01092,1
0,1020,16,60,822.788513,8022,0.0,0.583382,15,0.0,0.0,0,120,120.0,120,17,-0.0,0.0,6,27.426283,0.0,960,13164.616211,0,25.712141,25.712141,0
2496,4680,26,0,0.0,0,0.0,1702.116699,0,894.903,178.789,0,60,60.0,60,78,1.0,0.0,2054,0.045238,0.0,4680,21.996141,0,0.045238,0.045238,1
2496,4680,26,0,0.0,0,0.0,1702.116699,0,894.903,178.789,0,60,60.0,60,78,1.0,0.0,2054,0.045238,0.0,4680,21.996141,0,0.045238,0.045238,1
0,60,1,0,0.0,88,0.0,0.0,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,54943,0.0,0.0,1
0,60,1,0,0.0,88,0.0,0.0,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,54943,0.0,0.0,1
0,60,1,0,0.0,84,0.0,0.0,21,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,12592,0.0,0.0,1
0,60,1,0,0.0,84,0.0,0.0,21,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,12592,0.0,0.0,1
0,60,1,0,0.0,3390,0.0,0.0,18,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,42120,0.0,0.0,1
0,60,1,0,0.0,3390,0.0,0.0,18,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,42120,0.0,0.0,1
0,60,1,0,0.0,82,0.0,2.2e-05,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,48144,0.0,0.0,1
0,60,1,0,0.0,82,0.0,2.2e-05,11,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,48144,0.0,0.0,1
4506,8442,34,0,0.0,0,0.0,1460.551758,0,2125.764,2593.304,0,168,131.90625,70,64,1.0,0.0,0,0.043134,0.0,8442,46.240059,0,0.043134,0.043134,1
4506,8442,34,0,0.0,0,0.0,1460.551758,0,2125.764,2593.304,0,168,131.90625,70,64,1.0,0.0,0,0.043134,0.0,8442,46.240059,0,0.043134,0.043134,1
32,60,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,60,60.0,60,1,1.0,0.0,2054,0.0,0.0,60,0.0,0,0.0,0.0,1
32,60,1,0,0.0,0,0.0,0.0,0,0.0,0.0,0,60,60.0,60,1,1.0,0.0,2054,0.0,0.0,60,0.0,0,0.0,0.0,1
966,1276,4,0,0.0,5353,0.0,827.754761,1,272.896,0.0,0,441,255.199997,170,5,1.0,0.0,17,0.004832,0.0,1276,12.332155,5353,0.004832,0.004832,1
966,1276,4,0,0.0,5353,0.0,827.754761,1,272.896,0.0,0,441,255.199997,170,5,1.0,0.0,17,0.004832,0.0,1276,12.332155,5353,0.004832,0.004832,1
10578,13308,17,0,0.0,0,0.0,1683.032349,0,978.21,1200480.0,0,215,204.738464,66,65,1.0,0.0,17,0.038027,0.0,13308,63.257252,0,0.038027,0.038027,1
10578,13308,17,0,0.0,0,0.0,1683.032349,0,978.21,1200480.0,0,215,204.738464,66,65,1.0,0.0,17,0.038027,0.0,13308,63.257252,0,0.038027,0.038027,1
12,60,1,0,0.0,0,0.0,0.0,19,0.0,0.0,0,60,60.0,60,1,1.0,0.0,1,0.0,0.0,60,0.0,0,0.0,0.0,1
12,60,1,0,0.0,0,0.0,0.0,19,0.0,0.0,0,60,60.0,60,1,1.0,0.0,1,0.0,0.0,60,0.0,0,0.0,0.0,1
3604,5712,24,0,0.0,547,0.0,1739.26062,0,3758.04725,2678.131,0,168,168.0,168,34,1.0,0.0,17,0.018974,0.0,5712,26.273233,546,0.018974,0.018974,1
3604,5712,24,0,0.0,547,0.0,1739.26062,0,3758.04725,2678.131,0,168,168.0,168,34,1.0,0.0,17,0.018974,0.0,5712,26.273233,546,0.018974,0.018974,1
0,180,2,60,2.825871,8080,0.0,169.859131,14,0.0,0.0,0,120,120.0,120,3,-0.0,0.0,6,0.011774,0.0,120,5.651742,40380,0.005887,0.005887,1
0,180,2,60,2.825871,8080,0.0,169.859131,14,0.0,0.0,0,120,120.0,120,3,-0.0,0.0,6,0.011774,0.0,120,5.651742,40380,0.005887,0.005887,1
0,60,1,0,0.0,80,0.0,0.0,13,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,54436,0.0,0.0,1
0,60,1,0,0.0,80,0.0,0.0,13,0.0,0.0,0,60,60.0,60,1,-0.0,0.0,6,0.0,0.0,60,0.0,54436,0.0,0.0,1
120,246,3,0,0.0,111,0.0,870.784058,13,0.0,0.0,0,82,82.0,82,3,1.0,0.0,17,0.002297,0.0,246,2.260032,0,0.002297,0.002297,1
120,246,3,0,0.0,111,0.0,870.784058,13,0.0,0.0,0,82,82.0,82,3,1.0,0.0,17,0.002297,0.0,246,2.260032,0,0.002297,0.002297,1
44902,59350,307,0,0.0,0,0.0,1794.561646,0,5225.469,4036.855,0,268,172.529068,82,344,1.0,0.0,17,0.191133,0.0,59350,264.577148,0,0.191133,0.191133,1
44902,59350,307,0,0.0,0,0.0,1794.561646,0,5225.469,4036.855,0,268,172.529068,82,344,1.0,0.0,17,0.191133,0.0,59350,264.577148,0,0.191133,0.191133,1
480,900,15,0,0.0,0,0.0,1680.017578,0,0.0,0.0,0,60,60.0,60,15,1.0,0.0,2054,0.008333,0.0,900,4.285669,0,0.008333,0.008333,1
480,900,15,0,0.0,0,0.0,1680.017578,0,0.0,0.0,0,60,60.0,60,15,1.0,0.0,2054,0.008333,0.0,900,4.285669,0,0.008333,0.008333,1
